"Крошка 1";"Крошка 2";"Крошка 3";Ссылка;Название;Цена;"Ед. изм.";"Изображение 1";"Изображение 2";"Изображение 3";"Изображение 4";"Изображение 5";"Изображение 6";"Изображение 7";"Изображение 8";Габариты;"базовая единица";бренд;"вес в упаковке кг";давление;"количество пистолетов";"максимальная производительность л/мин";"максимальное сопло";"максимальный расход краски";"масса без упаковки (нетто)";"масса нетто 1 упаковки кг";"масса с упаковкой (брутто)";мотор;"мощность двигателя";назначение;напряжение;"напряжение сети в";новокузнецк;"производительность л/м";"склад со основной склад грибки";"склад со челябинск";"страна изготовитель";"страна производства";Описание
"Окрасочное оборудование";"Окрасочные аппараты";"Разметочные машины";https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/razmetochnye-mashiny/razmetochnaya-mashina-avs-5002dr-komplekt-na-2-pistoleta-5-0-l-min-220-bar.html;"Разметочная машина AvS-5002DR, комплект на 2 пистолета (5,0 л/мин, 220 бар)";271900.00;Руб/шт;https://navsl.ruhttps://navsl.ru/image/cache/catalog/YMLb863ac0398955e58e960bd772659c7b6/0/IMGe784710f18915a144be9d25e355c45af-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/YMLb863ac0398955e58e960bd772659c7b6/0/IMG9006f30a30c2dbab542bce89c2798a3c-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/YMLb863ac0398955e58e960bd772659c7b6/0/IMG0838b283aabc36766ee4830e2da396a3-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/YMLb863ac0398955e58e960bd772659c7b6/0/IMG54e3a3b680bdf74464e97dfe93899f17-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/YMLb863ac0398955e58e960bd772659c7b6/0/IMG333085af0783d4c9912e96c3692ef9e6-1000x1000.jpg;;;;-x-x-;шт;;;;;;;;;115;;;;;;;;;;;;;"Разметочная машина на два пистолета с поршневым насосом.

Для разметочной работы Вам не нужно тратить время на переливание краски из ведра производителя краски в иную ёмкость, а всего лишь поставить ведро с краской на специальную площадку машины и опустить гибкий патрубок в ведро с краской.

Работает разметочная машина от бензинового двигателя, краска наносится на поверхность через направленный пистолет. Движение разметочной машины не имеет привода и происходит за счет движения оператора, т.е. толкая машину и нажимая рычаги на рукоятках машины.

Есть возможность наносить прямые горизонтальные и прерывистые линии.

Можно использовать как окрасочный аппарат с автономным двигателем в местности с проблемой (или неудобством) подключения электричества. Просто снимите пистолет с кронштейна, размотайте шланг и распыляйте ЛКМ как на обычном окрасочном аппарате.

ПРЕИМУЩЕСТВА

линии наносятся под высоким давлением - высокая скорость нанесение и высокое качество дорожной разметки;

высокие колеса и жесткая тележка с использованием виброопор для аппарата сглаживают вибрации - ровные линии;

пистолет легко монтируется - можно быстро снимать и красить дорожную разметку и знаки руками;

переднее поворотное колесо установлено на кронштейне с высокой вертикальной осью - высокая точность движения по прямой благодаря увеличенной жесткости фиксации рулевого колеса;

барабанный стояночный тормоз с удобным управлением на рукоятке - машина никуда не сдвинется на стоянке под уклоном.

электронная регулировка давления позволяет обеспечить стабильный качественный факел ЛКМ;

дополнительно установлен лазерный целеуказатель для удобства и точности работ.

КОМПЛЕКТАЦИЯ

аппарат с двигателем на тележке;

шланг высокого давления — 15 м;

пистолет окрасочный с соплодержателем;

сопло окрасочное;

пластификатор TSL:

набор ключей;

инструкция на русском языке.
"
"Окрасочное оборудование";"Окрасочные аппараты";"Поршневые окрасочные аппараты";https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/porshnevye-apparaty/okrasochnyj-apparat-hyvst-spt-8900-e.html;"HYVST SPT 8200E окрасочный аппарат гидравлический";268658.00;Руб/шт;https://navsl.ruhttps://navsl.ru/image/cache/catalog/YML71b0c6a29c2eae6deaec85c4373eb273/0/IMG490fb0ffda70c739caa74cbe73aae1a0-1000x1000.jpg;;;;;;;;-x-x-;;;;;2;;;;;;;Электрический;;;;;;;;;;;"HYVST SPT 8200 / 8900 — поршневой безвоздушный окрасочный аппарат от компании HYVST, предназначен для распыления высоковязких красок, огнезащитных составов, гидроизоляционных материалов, мастик, антикоррозионных красок, цинконаполненных материалов, шпатлевок, красок, эмалей, грунтов, и других любых материалов, пригодных для нанесения через поршневой безвоздушный окрасочный агрегат. Применяется на строительных площадках при покраске стен, потолков, фасадов, металлических конструкций, крыш, бассейнов, куполов, металлических балок, заборов, мостов, тоннелей, а также для нанесения дорожной разметки при условии использовании дополнительного оборудования.
Преимущества окрасочного агрегата HYVST SPT 8200 / 8900:
• Предназначен для покраски больших объемов
	• Пригоден для любых красок, которые можно распылять через безвоздушный краскопульт
	• Возможность подсоединить до трех краскопультов одновременно
	• Полное отсутствие какой-либо электроники — окрасочный агрегат работает от гидростанции
	• Высокая скорость нанесения краски при низкие потерях на красочный туман
	• Отсутствие пульсаций при распылении красок
	• Не требует специального транспорта при перевозке
	• Применяется при температурах окружающей среды от 0°С
Комплект поставки:
• Окрасочный агрегат HYVST SPT 8200 / 8900 на колесной тележке
	• Шланг диаметром 10 мм, давлением 250 бар, NPSM 3/8, 15 м
	• Шланг диаметром 8 мм, давлением 250 бар, 1/4"", 0.9 м
	• Безвоздушный краскопульт 
	• Соплодержатель  
	• Поворотное реверсивное сопло
	• Mesamoll — масло для смазки поршневого насоса (125 мл)
	• Инструкция на русском языке
Технические характеристики:

	• Максимальная мощность двигателя: 5.0 HP
	• Напряжение питания окрасочного агрегата: 220 V / 380 V
	• Максимальная производительность насоса для краски: 12 л/мин
	• Максимальное рабочее давление на выходе из аппарата: 250 бар.
	• Максимальное рекомендованное сопло для распыления краски: 0,043""
	• Максимальное расстояние от краскопульта до поверхности: 30 см
Официальная гарантия на окрасочный агрегат HYVST SPT 8200/8900 — 12 месяцев. Сервис, обслуживание, поставка и цены на оригинальные запасные части и комплектующие, гарантийный и послегарантийный ремонт.

"
"Окрасочное оборудование";"Окрасочные аппараты";;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/apparat-okrasochnyj-aktispray-avs-14000hd-t3-m1-komplekt-14-l-min-230-bar-4-kvt-380-v.html;"Аппарат окрасочный AktiSpray AvS-14000HD-T3-M1, комплект (14 л/мин, 230 бар, 4 кВт, 380 В)";265000.00;Руб/шт;https://navsl.ruhttps://navsl.ru/image/cache/catalog/i/oc/gm/9bbfe75444ad20d35850173dea02b461-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/i/oc/gm/1da912bb32fa4d1be6df2e6b990cb8ac-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/i/oc/gm/80ccde953b639e4673d8f808829b61e8-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/i/oc/gm/b51c0ec624f38ee9af7bd109c9fa08a6-1000x1000.jpg;;;;;-x-x-;;Aktiv;;;;;;;;;;;;;;;;;;;;Китай;"Отличный окрасочный аппарат для окраски высокого давления, один из лучших на нашем рынке, который позволяет наносить составы различной вязкости, т.е. не потребует разбавления материала для придания ему вязкости, соответствующей возможностям насоса.

Окрасочный аппарат предназначен для использования в промышленном и гражданском строительстве, при производстве фасадных и интерьерных работ, при обработке металлоконструкций от коррозии, в вагоностроении и судостроении.

Очень высокий ресурс работы.
"
"Окрасочное оборудование";"Окрасочные аппараты";"Штукатурные станции и машины";https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/shtukaturnie-stancii/apparat-dlya-naneseniya-shpaklevki-schtaer-spa-2355-dp.html;"Аппарат для нанесения шпаклевки Schtaer SPA 2355 DP";265000.00;Руб/шт;https://navsl.ruhttps://navsl.ru/image/cache/placeholder-1000x1000.png;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;2;;;;"Schtaer SPA 2355 DP – аппарат для нанесения шпаклевки. Установка обеспечивает мягкое и равномерное покрытие с помощью плавной регулировки объема подаваемого материала. Материал покрытия подается из бака. Спиральный конвейер подает материал покрытия на эксцентриковый шнековый насос. При всасывании материал покрытия поступает в эксцентриковый шнековый насос. Этот насос создает давление, необходимое для транспортировки строительного раствора через шланг. Сжатый воздух, требуемый для атомизации, подается в распыляющую насадку. Установку для распыления строительного раствора можно включать и выключать с помощью электрического переключателя.


Виды наносимых материалов: текстурные покрытия, порошковые шпаклевки, теплоизоляционные покрытия, штукатурки, растворы-заполнители трещин, мастики, клеевые растворы, гидроизоляция, огнезащитные покрытия.


Для работы необходим компрессор мощностью от 400 л/мин. Не входит в комплектацию.


Преимущества:


•    качественное и равномерное покрытие;

•    высокая скорость и эффективность;

•    удобство при переноске;

•    бункер емкостью 80 л;

•    разнообразие видов наносимых материалов.


Комплектация:


•    установка для шпаклевки;

•    шланг материальный;

•    шланг воздушный;

•    пистолет-распылитель.



Гарантия


Гарантия на отсутствие заводского брака составляет 12 месяцев. Осуществляется гарантийный и послегарантийный ремонт, поставка запасных частей и комплектующих.
Характеристики
Артикул
SPA2355DP
Бренд
SCHTAER
Страна изготовитель
Китай
Максимальное давление, бар
60
Мощность двигателя, КВт
4
Напряжение, В
220V
Максимальная производительность, л/мин
28
Тип насоса
Шнековый
Вес нетто, кг
88
Инструкция для Schtaer SPA 75DP, SPA 1355DP, SPA 2355DP
1.13 Mb
"
"Окрасочное оборудование";"Окрасочные аппараты";"Поршневые окрасочные аппараты";https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/porshnevye-apparaty/schtaer-jupiter-10-okrasochnyy-apparat-dlya-vyazkikh-materialov.html;"Окрасочный аппарат Schtaer Jupiter 10";255000.00;Руб/шт;https://navsl.ruhttps://navsl.ru/image/cache/catalog/YMLeb363902d83fe3a087421be15eb77ee7/bezvozdushnie/IMG02950ec2e55d0aaca88eaad04fb67eff-1000x1000.jpg;;;;;;;;-x-x-;;;;"210 бар";;;;;;;;;;;;;;10;;;;;"Schtaer Jupiter 10 представляет собой окрасочный аппарат для вязких материалов. Это поршневая машина для безвоздушной окраски, способная работать с лакокрасочными материалами средней и высокой вязкости. Применяется во время нанесения ЛКМ на металлоконструкции. Подходит для нанесения финишных готовых распыляемых шпатлевок, эмалей и грунтовок, для антикоррозионных красок по металлу. А также для работы с акриловыми и латексными красками для стен, фасадов и потолков, красок по дереву и другими вязкими лакокрасочными материалами. Отличается высокой скоростью распыления (10 л/мин) и большой мощностью (3 000 Вт). Работает под давлением 230 Бар от электрической сети с напряжением 220 В.


Комплектация:


•    окрасочный аппарат на тележке с двумя колесами;

•    шланг (1 шт., длина 15 метров);

•    краскопульт высокого давления для распыления ЛКМ (1 шт.);

•    сопло безвоздушного распыления (1 шт.);

•    масло для смазки.


Преимущества модели:


•    распыляет вязкие лакокрасочные материалы (в том числе, шпатлевки, грунтовки и эмали);

•    работает с большой скоростью от обычной электросети с напряжением 220 В;

•    наличие тележки позволяет с легкостью доставлять аппарат весов 60 кг к месту работы;

•    обеспечивает качественную окраску металлоконструкций;

•    в комплект поставки входит инструкция по эксплуатации на русском языке;

•    производитель дает гарантию на 12 месяцев.


Гарантия


Все окрасочное оборудование безвоздушного распыления проверяется вручную на заводе изготовителе. На все покрасочное оборудование предоставляется гарантия – 12 месяцев на отсутствие заводского брака. Осуществляется гарантийный и послегарантийный ремонт окрасочных аппаратов. Обеспечивается поставка запасных частей и комплектующих.
Характеристики
Артикул
Jupiter10
Бренд
SCHTAER
Страна изготовитель
Китай
Максимальное давление, бар
230
Максимальное сопло
0,048
Мощность двигателя, КВт
4
Напряжение, В
220V
Максимальная производительность, л/мин
10
Тип насоса
Поршневой
Вес нетто, кг
70
Вес в упаковке, кг
100
Размер в упаковке, см
93х68х95
Jupiter 10 инструкция
1 006.00 kb
"
"Окрасочное оборудование";"Окрасочные аппараты";;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/apparat-okrasochnyj-aktispray-avs-8000hd-komplekt-8-0-l-min-250-bar-3000-vt-220-v-50-gc.html;"Аппарат окрасочный AktiSpray AvS-8000HD, комплект (8,0 л/мин, 250 бар, 3000 Вт, 220 В, 50 Гц)";250000.00;Руб/шт;https://navsl.ruhttps://navsl.ru/image/cache/catalog/i/dg/if/afef9a6f02a7a6ff4ad075681a20c09a-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/i/dg/if/6d0e403ff8c6d05fe8b10dbe2693022c-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/i/dg/if/857d3f4a3de4788ed55e66fbadf1e271-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/i/dg/if/4dd849b651408f1fb6e8c16a0469a70e-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/i/dg/if/57bfd4e18815784343a55e403ba0e3fb-1000x1000.jpg;;;;-x-x-;;Aktiv;;;;;;;;;;;;;;;;;;;;Китай;"Поршневой окрасочный аппарат предназначенный для воздушного распыления окрасочных материалов любой степени вязкости.

Преимущества AvS 8000HD:

- возможность работы с рукавом 3/8"";

- высокая производительность и надежность;

- электронное управление с всевозможными вариантами настроек;

- способность распылять материалы высокой вязкости;

- возможность работы на два поста;

- максимальная длина шланга - 90 м.
Комплектация окрасочного оборудования:

окрасочный агрегат;

шланг высокого давления 15 м;

пистолет с фильтром в ручке;

соплодержатель;

сопло;

манометр;

масленка;

набор ключей;

инструкция.
"
"Окрасочное оборудование";"Устройства для покраски труб изнутри";;https://navsl.ru/katalog/okrasochnoe-oborudovanie/pokraska-iznutri/ustrojstvo-dlya-pokraski-truby-iznutri-nkp-2.html;"Устройство для покраски трубы изнутри NKP-2";248800.00;Руб/шт;https://navsl.ruhttps://navsl.ru/image/cache/catalog/YMLb863ac0398955e58e960bd772659c7b6/0/IMGc22e21e579c7ed70bf339986d498a744-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/YMLb863ac0398955e58e960bd772659c7b6/0/IMGff585118c28188403e7b3f47eef99878-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/YMLb863ac0398955e58e960bd772659c7b6/0/IMG152dde80199ee8e2ab11c8eaf044a928-1000x1000.jpg;;;;;;-x-x-;шт;;;;;;;;;;5;;;;;;;;;;;;"Устройство NKP-2 для покраски внутренних поверхностей труб диаметром Ø = 100 – 700 мм.

Для работы данного устройства также необходимо иметь окрасочный аппарат высокого давления производительностью от 6 л/мин для подачи краски и компрессор для питания пневмопривода вращения распыляющей насадки.

Оборудование для нанесения покрытий на внутренние стенки трубы типа NKP-2 вместе с безвоздушным окрасочным аппаратом может использоваться для распыления внутри различных труб, внутренний диаметр которых составляет Ø = 100 – 700 мм.

Краска под высоким давлением от окрасочного аппарата, через окрасочный рукав поступает на устройство NKP-2, установленное внутри трубы. На устройстве смонтирован высокоскоростной распылитель с приводом от пневматического двигателя.

Для регулировки скорости вращения необходимо использовать редуктор давления воздуха

Перемещение устройства вдоль трубы осуществляется оператором, которому необходимо тянуть устройство за рукава.

Толщина слоя краски на внутренней поверхности трубы зависит, соответственно, от скорости движения устройства внутри трубы.
Технические характеристики

Диаметр окрашиваемой трубы, мм: 100 – 700;

Давление воздуха на входе, МПа: 0,4 – 0,6;
"
"Окрасочное оборудование";"Окрасочные аппараты";;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/apparat-okrasochnyj-s-pnevmoprivodom-aktispray-avs-2569-komplekt.html;"Аппарат окрасочный с пневмоприводом AktiSpray AvS-2569, комплект";239800.00;Руб/шт;https://navsl.ruhttps://navsl.ru/image/cache/catalog/YMLb863ac0398955e58e960bd772659c7b6/0/IMGadf15db65a8d94f837a9b159c3a25625-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/YMLb863ac0398955e58e960bd772659c7b6/0/IMGb29377f2f2d142311406b21011745aec-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/YMLb863ac0398955e58e960bd772659c7b6/0/IMGe97456c140cc95c692a0fd4d57ae544f-1000x1000.jpg;;;;;;-x-x-;шт;;;;;;;;60;;;;;;;;;;;;;;"Главным преимуществом красочных аппаратов с пневмоприводом является их очень высокая надежность вследствии простоты контсрукции. При этом окрасочные аппарараты с пневмоприводом могут распылять самые вязкие материалы (вследствии возможности изготовления очень надежных аппаратов на пневмоприводе с более высоким рабочим давлением), которые не способны распылять аппараты с другими типами приводов. По этой причине этот вид окрасочных аппаратов применяется на производствах, где имеется сжатый воздух и надежность является определяющим фактором при выборе окрасочного оборудования. И тем более если вязкие материалы способны распыляться только при более высоком рабочем давлении, по сравнению с окрасочными аппаратами с другой конструкцией.

Окрасочный аппарат с пневмоприводом серии AvS основаны на самой передовой технологии и уникальны. Они почти не имеют “мертвой точки” при возврате и отказов от ""замерзания"", вызванного “адиабатным расширением” частей выхлопной системы. Новый глушитель существенно уменьшает уровень шума выхлопной системы. Реверсивное газораспределительное устройство уникально и движется быстро и надежно с небольшим расходом сжатого воздуха и низким потреблением электроэнергии. По сравнению с аналогами других производителей с аналогичными основными параметрами вес нашего распылителя в два-три раза меньше, а объем в два-четыре раза меньше. Кроме того, распылитель имеет высокую эксплуатационную надежность, что позволяет чтобы гарантировать долговечность покрытия и увеличить и гарантировать качество покрытия.
"
"Окрасочное оборудование";"Окрасочные аппараты";;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/apparat-okrasochnyj-aktispray-avs-14000hd-m1-komplekt-14-l-min-230-bar-4-kvt-220-v.html;"Аппарат окрасочный AktiSpray AvS-14000HD-M1, комплект (14 л/мин, 230 бар, 4 кВт, 220 В)";235000.00;Руб/шт;https://navsl.ruhttps://navsl.ru/image/cache/catalog/i/ii/ol/ac50ef258a9c5bc1af0c0945fe671d1d-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/i/ii/ol/cde51ae81e4a804d8eef6fa7be6f574a-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/i/ii/ol/2668e04ab8e27492fd2fa02fb77b40ae-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/i/ii/ol/404c5eb6edcdc8e430699eb36506c8cc-1000x1000.jpg;;;;;-x-x-;;Aktiv;;;;;;;;;;;;;;;;;;;;Китай;"Отличный окрасочный аппарат для окраски высокого давления, один из лучших на нашем рынке, который позволяет наносить составы различной вязкости, т.е. не потребует разбавления материала для придания ему вязкости, соответствующей возможностям насоса.

Окрасочный аппарат предназначен для использования в промышленном и гражданском строительстве, при производстве фасадных и интерьерных работ, при обработке металлоконструкций от коррозии, в вагоностроении и судостроении.

Очень высокий ресурс работы.
"
"Окрасочное оборудование";"Окрасочные аппараты";;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/apparat-okrasochnyj-aktispray-avs-10000hd-b-komplekt-10-0-l-min-230-bar-benzin.html;"Аппарат окрасочный AktiSpray AvS-10000HD-B, комплект (10,0 л/мин, 230 бар, бензин)";229000.00;Руб/шт;https://navsl.ruhttps://navsl.ru/image/cache/catalog/i/aa/af/02865b942d19b77f1339ee93413ee00a-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/i/aa/af/572c858243e563e1aa7549d4e2f91857-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/i/aa/af/105f5dd23e79dccac1e64b28b1bbf28f-1000x1000.jpg;;;;;;-x-x-;;Aktiv;;;;;;;;;;;;;;;;;;;;Китай;"Отличный окрасочный аппарат для окраски высокого давления, один из лучших на нашем рынке, который позволяет наносить составы различной вязкости, т.е. не потребует разбавления материала для придания ему вязкости, соответствующей возможностям насоса.

Эффективность работы с высоковязкими материалами достигается за счет высокой производительности. Производительность обеспечивается за счёт цилиндра большого объёма и длинного хода плунжера. В противном случае, достичь такой производительности плунжерный насос мог бы только за счёт большого количества циклов, что не позволило бы работать с огнезащитными красками и снизило ресурс насоса.

Окрасочный аппарат предназначен для использования в промышленном и гражданском строительстве, при производстве фасадных и интерьерных работ, при обработке металлоконструкций от коррозии, в вагоностроении и судостроении.

Мощный окрасочный аппарат для вязких красок, огнезащитных составов и штукатурки.

Очень высокий ресурс работы.
"
"Окрасочное оборудование";"Окрасочные аппараты";;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/apparat-okrasochnyj-s-pnevmoprivodom-aktispray-avs-2546-komplekt.html;"Аппарат окрасочный с пневмоприводом AktiSpray AvS-2546, комплект";228800.00;Руб/шт;https://navsl.ruhttps://navsl.ru/image/cache/catalog/YMLb863ac0398955e58e960bd772659c7b6/0/IMG52d6b6f3ea508a863b94b9816531f425-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/YMLb863ac0398955e58e960bd772659c7b6/0/IMG2467287a520e610a603e91d9ecd2e87b-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/YMLb863ac0398955e58e960bd772659c7b6/0/IMG75f1654222f0359eb7cbdcd26255e331-1000x1000.jpg;;;;;;-x-x-;шт;;;;;;;;65;;;;;;;;;;;;;;"Главным преимуществом красочных аппаратов с пневмоприводом является их очень высокая надежность вследствии простоты контсрукции. При этом окрасочные аппарараты с пневмоприводом могут распылять самые вязкие материалы (вследствии возможности изготовления очень надежных аппаратов на пневмоприводе с более высоким рабочим давлением), которые не способны распылять аппараты с другими типами приводов. По этой причине этот вид окрасочных аппаратов применяется на производствах, где имеется сжатый воздух и надежность является определяющим фактором при выборе окрасочного оборудования. И тем более если вязкие материалы способны распыляться только при более высоком рабочем давлении, по сравнению с окрасочными аппаратами с другой конструкцией.

Окрасочный аппарат с пневмоприводом серии AvS основаны на самой передовой технологии и уникальны. Они почти не имеют “мертвой точки” при возврате и отказов от ""замерзания"", вызванного “адиабатным расширением” частей выхлопной системы. Новый глушитель существенно уменьшает уровень шума выхлопной системы. Реверсивное газораспределительное устройство уникально и движется быстро и надежно с небольшим расходом сжатого воздуха и низким потреблением электроэнергии. По сравнению с аналогами других производителей с аналогичными основными параметрами вес нашего распылителя в два-три раза меньше, а объем в два-четыре раза меньше. Кроме того, распылитель имеет высокую эксплуатационную надежность, что позволяет чтобы гарантировать долговечность покрытия и увеличить и гарантировать качество покрытия.
"
"Окрасочное оборудование";"Окрасочные аппараты";"Безвоздушные окрасочные аппараты";https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/bezvozdushnie/okrasochnyy-apparat-yokiji-ykj-980-2.html;"Окрасочный аппарат YOKIJI YKJ 980.2";225000.00;Руб/шт;https://navsl.ruhttps://navsl.ru/image/cache/catalog/YMLeb363902d83fe3a087421be15eb77ee7/bezvozdushnie/IMG371763c2f153c6d014d6d099026708b6-1000x1000.jpg;;;;;;;;-x-x-;;;;;;;;12;;;;;;;220;;;;;;;;"Yokiji YKJ 980.2 – гидропоршневой безвоздушный электрический окрасочный аппарат. Он подходит для распыления красок, эмалей, шпаклевок, огнезащитных, гидроизоляционных, антикоррозийных и цинконаполненных составов, мастик, грунтовок и других лакокрасочных материалов, предназначенных для нанесения через поршневой безвоздушный окрасочный аппарат. Аппарат используется на стройплощадка при отделке помещений, зданий и сооружений, а также на производствах при покраске больших конструкций. Аппарат присоединяется с сети 380B, обладает высокой производительностью (12 л/мин) и позволяет присоединять до 3 малярных постов и подавать материал на высоту до 120 метров. Преимущества модели: • мощный универсальный аппарат для производственных нужд; • эффективно работает на больших объемах и с вязкими и пастообразными составами; • простота и надежность гидропоршневого насоса обеспечивает долговечность; • универсальность: подходит для лакокрасочных материалов с разной степенью вязкости, которые можно распылять с помощью безвоздушного краскопульта; • возможность присоединения до 3 безвоздушных краскопультов; • максимальная длина шланга - 120 метров. • Комплектация: • окрасочный аппарат на двухколесной тележке; • шланг 15 метров; • безвоздушный краскопульт; • поворотное реверсивное сопло с соплодержателем; • масло для смазки поршневого насоса; • инструкция по эксплуатации на русском языке. Гарантия Все окрасочное оборудование YOKIJI проверяется вручную на заводе-изготовителе. На все окрасочное оборудование предоставляется гарантия на отсутствие заводского брака — 12 месяцев. Обеспечивается гарантийный и послегарантийный ремонт, а также поставка запасных частей и комплектующих.
"
"Окрасочное оборудование";"Окрасочные аппараты";;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/apparat-okrasochnyj-aktispray-avs-14000hd-t3-komplekt-14-l-min-230-bar-4-kvt-380-v.html;"Аппарат окрасочный AktiSpray AvS-14000HD-T3, комплект (14 л/мин, 230 бар, 4 кВт, 380 В)";224800.00;Руб/шт;https://navsl.ruhttps://navsl.ru/image/cache/catalog/YMLb863ac0398955e58e960bd772659c7b6/0/IMG129d974b6dd95e281cebb2560370188c-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/YMLb863ac0398955e58e960bd772659c7b6/0/IMG3704e145b5c0c4815c34d76e9f3a8ca0-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/YMLb863ac0398955e58e960bd772659c7b6/0/IMGf10c4ba04d357a286927ef6feb56b283-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/YMLb863ac0398955e58e960bd772659c7b6/0/IMG7f9ec50c0ae684d08cea0b8cd999211a-1000x1000.jpg;;;;;-x-x-;шт;;;;;;;;;;;;"4000 Вт";;;;;;;;;;"AvS-14000HD-ТЗ самый высокопроизводительный поршневой аппарат в линейке AvS, который оснащен гидравлическим приводом с электродвигателем мощностью 4,0 кВт.
Материалы:

• латекс

• эмульсии

• акриловые краски

• эпоксидные составы

• шпаклевки

• огнезащитные покрытия

• гидроизоляционные покрытия

• штукатурки для внутренних работ

• грунтовки

• антикоррозионные краски

• цинконаполненные составы

AvS-14000HD-ТЗ профессиональный аппарат, предназначен для огнезащитных составов, гидроизоляционных материалов, мастик, антикоррозионных красок, цинко наполненных материалов, шпатлевок и штукатурок , грунтов и других материалов, пригодных для нанесения через поршневой безвоздушный окрасочный аппарат. Применяется в крупномасштабной работе, такой, как окраска железобетонных конструкций (тоннели, опоры мостов, колодцы, портовые конструкции, дымовые трубы и т.п.), гидроизоляционные работы (фундаменты, подвалы, плоские кровли), антикоррозионная обработка металлоконструкций (промышленные металлические конструкции, трубопроводы). Большая мощность безвоздушного окрасочного аппарата обеспечивает возможность подсоединения шлангов высокого давления большой длины.Поршневой насос аппарата приводится в действие гидросистемой, которая, в свою очередь, приводится в действие электрическим двигателем. Гидропоршневая система позволяет работать гораздо эффективнее, чем классические поршневые окрасочные аппараты с электродвигателем.
Комплектация окрасочного оборудования:

• Окрасочный аппарат AvS-14000HD-ТЗ

• Рукав высокого давления 3/8"", L = 15 метров - 1шт.

• Удлинитель для пистолета 50см

• Пистолет с входом 3/8""

• Соплодержатель

• 2 безвоздушных сопла большого диаметра для нанесения шпатлевки и других материалов высокой степени вязкости

• TSL— масло для смазки поршневого насоса

• Инструкция на русском языке

• Гарантия 12 месяцев

Для работы с окрасочным аппаратом Вам потребуется:

• напряжение от сети 380В/50Гц.

• ведро с краской

• вода или растворитель для промывки окрасочного аппарата после использования.

Под действием электрического поршневого насоса лакокрасочное покрытие подается через шланг на распылитель для краски. Преимущество безвоздушного электрического окрасочного аппарата: низкая цена, мобильность и легкость аппарата, простота конструкции и легкость в обслуживании.

Очень высокий ресурс работы
"
